,Exporter,Product,SailDate,20',40',TEUS,QTY.(KGS)
314,SYMEGA FOOD INGREDIENTS,CURRY POWDER,2022-01-02,2,0,2,35560
315,GIRNAR FOOD & BEVERAGES P.LTD.,TEA,2022-01-02,0,2,4,43760
316,COTTON WOOD,COTTON GARMENTS,2022-01-02,1,0,1,2306
317,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-01-02,0,1,2,21670
318,GRANICERA,GRANITE SLABS\TILES,2022-01-02,1,0,1,24500
319,BANNARI AMAN SPNG.MILLS LTD.,COTTON GARMENTS,2022-01-02,1,0,1,8771
320,NOBLE CLOTHING,COTTON GARMENTS,2022-01-02,1,0,1,17816
321,SCM GARMENTS P.LTD.,COTTON GARMENTS,2022-01-02,0,1,2,7200
322,H.T. FOODS P.LTD.,FROZEN CUTTLEFISH,2022-01-02,0,1,2,20812
323,RHYTHEM KNIT INDIA,COTTON GARMENTS,2022-01-02,0,0,0,1388
324,AKAY NATURAL INGREDIENTS,OLEORESINS OF SPICES,2022-01-02,1,0,1,3990
325,JAYAPRABHA EXPORTS,COTTON GARMENTS,2022-01-02,0,1,2,7200
326,COTTON BLOSSOM,COTTON GARMENTS,2022-01-02,0,1,2,9536
327,SCM GARMENTS P.LTD.,COTTON GARMENTS,2022-01-02,0,1,2,7200
328,ROSHAN FOOD EXPORTS P.LTD.,FROZEN SHRIMPS,2022-01-02,0,1,2,21835
329,ALLEPPEY CO. LTD.,COIR MATS,2022-01-02,0,0,0,1661
330,SEVEN SEAS TRADING COMPANY,COIR MATS,2022-01-02,0,1,2,17643
331,UNILEVER INDIA EXPORTS,TEA,2022-01-02,0,3,6,54594
332,ECOM GILL COFFEE TRADING P.LTD.,COFFEE,2022-01-02,6,0,6,116544
333,BEEK KNIT FASHION,COTTON GARMENTS,2022-01-02,0,0,0,276
334,INDIAN PRODUCTS LTD.,TEA,2022-01-02,0,1,2,25221
335,FAITH GARMENTS,COTTON GARMENTS,2022-01-02,0,1,2,3276
336,SYNTHITE INDUSTRIES LTD.,SPICES,2022-01-02,0,1,2,18177
337,SAKTHI SUGARS LTD.,SOYA EXTRACT,2022-01-02,0,0,0,11702
338,SAKTHI SUGARS LTD.,SOYA EXTRACT,2022-01-02,0,2,4,44660
339,S.R.G. GARMENTS,COTTON GARMENTS,2022-01-02,0,1,2,7332
340,OLAM AGRO INDIA LTD.,RED PEPPER,2022-01-02,1,0,1,14171
341,SYNTHITE INDUSTRIES LTD.,TURMERIC,2022-01-02,1,0,1,12777
342,DHIVYAA CREATIONS,COTTON GARMENTS,2022-01-02,0,1,2,7200
343,SYNTHITE INDUSTRIES LTD.,OLEORESIN PEPPER,2022-01-02,0,0,0,1630
344,NITTA GELATIN INDIA LTD.,GELATIN,2022-01-02,0,1,2,20960
345,SAKTHI AUTO COMP.,AUTOMOBILES PARTS,2022-01-02,0,1,2,23518
346,HRM TEXTILES,COTTON GARMENTS,2022-01-02,0,0,0,617
347,VIDYA HERBS P.LTD.,COFFEE,2022-01-02,0,1,2,18900
348,MRF LTD.,TYRES/TUBES,2022-01-02,0,2,4,38000
349,N.C. JOHN & SONS LTD.,COIR MATS,2022-01-02,1,0,1,6469
350,AL-GAYATHRI TRADING CO. P. LTD.,TEA,2022-01-02,0,1,2,16750
351,SHABARI  COTTONS P.LTD.,COTTON GOODS,2022-01-02,1,0,1,2817
352,ROOTS INDUSTRIES PVT. LTD.,ELECTRICAL HORNS,2022-01-02,0,0,0,369
353,TERUMO PENPOL LTD.,BLOOD BAG,2022-01-02,0,0,0,497
354,ZION INDUSTRIES,RUBBER MATS,2022-01-02,2,1,4,52575
355,VINAYAKA AGENCIES,COTTON GARMENTS,2022-01-02,0,0,0,845
356,SCM GARMENTS P.LTD.,COTTON GARMENTS,2022-01-02,0,1,2,8581
357,B.S.RUBBERS,RUBBER MATS,2022-01-02,0,1,2,24068
358,FEBIN MARINE FOODS,FROZEN MARINE FOODS,2022-01-02,0,1,2,23758
359,BAFNA ENTERPRISES,TURMERIC,2022-01-02,1,0,1,17100
360,CONNISSEUR FASHION,COTTON GARMENTS,2022-01-02,0,1,2,1980
361,MATS N MORE,COIR MATS,2022-01-02,0,1,2,19015
362,SURYA KNITWEARS,COTTON GARMENTS,2022-01-02,0,1,2,8888
363,UNITED MARINE PRODUCTS,FISH MEAL,2022-01-02,10,0,10,217485
364,MERCER KNIT APPARELS,COTTON GARMENTS,2022-01-02,0,1,2,7200
365,DOLPHIN RUBBER INDUSTRIES,RUBBER MATS,2022-01-02,1,0,1,8140
366,ZION VENEER INDUSTRIES,RUBBER MATS,2022-01-02,0,1,2,27900
367,GLOBALWAVE TECHNOLOGIES P.LTD.,ANTENNA WITH ACCOSSORIES,2022-01-02,0,0,0,972
368,INDIAN PRODUCTS LTD.,SPICES,2022-01-02,0,1,2,19085
369,COIR FLEX,COIR MATS,2022-01-02,0,1,2,12901
370,SAFA ENTERPRISES,FROZEN CUTTLEFISH,2022-01-02,0,1,2,24520
371,F.Q.KNITS,COTTON GARMENTS,2022-01-02,1,0,1,1671
372,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-01-02,0,1,2,13830
373,HERBAL ISOLATES P. LTD.,PEPPER,2022-01-02,1,0,1,5352
374,FILATEX VECHUKUNNEL PVT LTD.,HEAT RESISTANT LATEX RUBBER PL,2022-01-02,0,1,2,27480
375,CANNANORE HANDLOOM EXPORTS,COTTON GOODS,2022-01-02,0,1,2,8123
376,K.P.R. MILL LTD.,COTTON GARMENTS,2022-01-02,0,1,2,7200
377,MARUTHI GARMENT CREATIONS P.LTD.,COTTON GARMENTS,2022-01-02,0,0,0,3440
378,FIBRE FAMILY,COIR MATS,2022-01-02,0,2,4,41587
379,A.V.FASHION,COTTON GARMENTS,2022-01-02,0,0,0,1382
380,M.R.IMPEX,COTTON GARMENTS,2022-01-02,0,0,0,2320
381,PLANT LIPIDS  LTD.,SPICES,2022-01-02,0,1,2,21094
382,M.R.IMPEX,COTTON GARMENTS,2022-01-02,0,1,2,15597
383,K.P.R. MILL LTD.,COTTON GARMENTS,2022-01-02,0,0,0,5012
384,RED STONE KNITWEAR,COTTON GARMENTS,2022-01-02,0,0,0,709
385,APOLLO TYRES LTD.,TYRES/TUBES,2022-01-02,0,2,4,34488
386,SKY KNITTERS,COTTON GARMENTS,2022-01-02,0,2,4,20963
387,WALLACE LANGFORD & ASSOCIATES,RUBBER MATS,2022-01-02,1,0,1,19000
388,FIBRE WORLD,COIR MATS,2022-01-02,0,1,2,21910
389,APOLLO TYRES LTD.,TYRES/TUBES,2022-01-02,0,1,2,7223
390,AVT MCCORMICK INGREDIENTS LTD.,PEPPER,2022-01-02,1,0,1,15168
391,KANNAN DEVAN HILLS PLANTATIONS,TEA,2022-01-02,0,1,2,16260
392,TOPSACK PACKAGING,P.P.WOVEN BAGS,2022-01-02,0,1,2,18813
393,VISVADAYA FASHIONERIES,COTTON GARMENTS,2022-01-02,0,0,0,6341
394,REMMY SUSTRATES INDIA P.LTD.,COIR FIBER,2022-01-02,0,1,2,19000
395,WALLACE LANGFORD & ASSOCIATES,RUBBER MATS,2022-01-02,0,1,2,22173
396,LYKIS LTD.,COCONUT OIL,2022-01-02,1,0,1,25920
397,ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,2022-01-02,0,0,0,2067
398,KANISKA GARMENTS,COTTON GARMENTS,2022-01-02,0,1,2,765
399,PLANT LIPIDS  LTD.,TURMERIC POWDER,2022-01-02,0,2,4,38164
400,ASPINWALL & CO. LTD.,COIR MATS,2022-01-02,0,1,2,22596
401,ABAD FISHERIES,FROZEN MARINE FOODS,2022-01-02,0,1,2,20856
402,RAM COIR MILLS,COIR MATS,2022-01-02,0,0,0,10497
403,POABS EXPORTS,TEA,2022-01-02,1,0,1,6560
404,FLOOR MATE RUBBER PRODUCTS P.LTD.,RUBBER MATS,2022-01-02,0,3,6,59940
405,TCL CERAMICS LTD,CHINA TABLEWARES,2022-01-02,1,0,1,8440
406,POBJI EMPORIUM,COIR MATS,2022-01-02,0,1,2,22975
407,PRANAV APPARELS,COTTON GARMENTS,2022-01-02,0,0,0,1620
408,ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,2022-01-02,0,0,0,1183
409,RAM COIR MILLS,COIR MATS,2022-01-02,0,1,2,23784
410,RAM COIR MILLS,COIR MATS,2022-01-02,2,0,2,8494
411,SRI RANGANATHAR INDUSTRIES,STEEL CASTINGS,2022-01-02,0,0,0,260
412,PLANT LIPIDS  LTD.,SPICES,2022-01-02,0,1,2,18072
413,POBJI EMPORIUM,COIR MATS,2022-01-02,0,1,2,26132
414,PALM FIBRE(INDIA)P.LTD.,COIR MATS,2022-01-02,0,1,2,15240
415,MALAYALAM EXPORTS,FOOD STUFFS,2022-01-02,0,1,2,11000
416,ASWIN ASSOCIATES,FROZEN MARINE FOODS,2022-01-02,0,1,2,28890
417,LIZ WOOD PRODUCTS,ROSEWOOD PRODUCTS,2022-01-02,1,0,1,4434
418,RAJAPALAYAM MILLS LTD.,COTTON GARMENTS,2022-01-02,1,0,1,9814
419,POBJI EMPORIUM,RUBBER MATS,2022-01-02,0,1,2,26389
420,CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,2022-01-02,1,0,1,20500
421,FORTUNE ELASTOMERS P.LTD.,CHAPPALS,2022-01-02,0,1,2,18900
422,MARICO LTD.,COCONUT OIL,2022-01-02,4,0,4,85740
423,CAPITHAN EXPORTING CO.,FROZEN CUTTLEFISH,2022-01-02,0,1,2,22640
424,LEETHA PACK (P) LTD.,PAPER CUP,2022-01-02,0,1,2,6865
425,KANNAN DEVAN HILLS PLANTATIONS,TEA,2022-01-02,1,0,1,11130
426,CAPITHAN EXPORTING CO.,FROZEN MARINE FOODS,2022-01-02,0,1,2,23200
427,AVT MCCORMICK INGREDIENTS LTD.,DILL SEEDS,2022-01-02,0,1,2,21249
428,WARSAN INTERNATIONAL,COTTON GARMENTS,2022-01-02,1,0,1,3553
429,KNIT PRIME,COTTON GARMENTS,2022-01-02,1,0,1,2457
430,COCHIN CHITIN COMPANY,CHITIN,2022-01-02,1,0,1,6768
431,TCL CERAMICS LTD,CHINA TABLEWARES,2022-01-02,1,0,1,5701
432,TRAVANCORE COCOTUFT P.LTD.,COIR MATS,2022-01-02,0,1,2,24428
433,ASIAN MARINE FOODS,FROZEN MARINE FOODS,2022-01-02,0,1,2,27300
434,KARTHI HOME PRODUCTS,MOP,2022-01-02,0,1,2,12987
435,SRI JAYAPRABHA EXPORTS,COTTON GARMENTS,2022-01-02,1,0,1,5519
436,ABAD FISHERIES,FROZEN MARINE FOODS,2022-01-02,0,1,2,20270
437,R.L. KHANNA & CO. (OVERSEAS),COIR MATS,2022-01-02,0,2,4,34269
438,GEDEE WEILER P. LTD.,MACHINERIES,2022-01-02,0,1,2,11565
439,V.K.L.SEASONING P.LTD.,SPICES,2022-01-02,2,0,2,21745
440,AANCHAL ENTERPRISES,PLYWOOD,2022-01-02,0,2,4,56650
441,MALABAR SPICES,GREEN PEPPER,2022-01-02,2,0,2,16800
442,CAPITHAN EXPORTING CO.,FROZEN MARINE FOODS,2022-01-02,0,1,2,22500
443,AVT MCCORMICK INGREDIENTS LTD.,CRUSHED CHILLIES,2022-01-02,0,1,2,20829
444,WILLIAM GOODACRE & SONS INDIA LTD.,COIR MATS,2022-01-02,0,2,4,29328
445,PHILLIPS CARBON BLACK LTD.,CARBON BLACK,2022-01-02,0,4,8,92256
446,CENTURY EXPORTS,COTTON GARMENTS,2022-01-02,0,0,0,2392
447,PHILLIPS CARBON BLACK LTD.,CARBON BLACK,2022-01-02,0,5,10,112200
448,RAJANI TEXTILES,COTTON GARMENTS,2022-01-02,1,0,1,2364
449,SRI JAY PRABHA EXPORTS,COTTON GARMENTS,2022-01-02,1,0,1,4969
450,RAJANI TEXTILES,COTTON GARMENTS,2022-01-02,0,0,0,409
451,FREE LOOK FASHIONS,COTTON GARMENTS,2022-01-02,0,0,0,4298
452,PRANAV APPARELS,COTTON GARMENTS,2022-01-02,0,0,0,1798
453,PHILLIPS CARBON BLACK LTD.,CARBON BLACK,2022-01-02,0,2,4,45336
454,WILLIAM GOODACRE & SONS INDIA LTD.,COIR MATS,2022-01-02,0,1,2,27905
455,RAJANI TEXTILES,COTTON GARMENTS,2022-01-02,0,0,0,1238
456,LEETHA INDUSTRIES,PAPER CUP,2022-01-02,0,2,4,34402
457,TORRY HARRIS SEAFOODS LTD.,FROZEN MARINE FOODS,2022-01-02,0,2,4,35010
458,RAJANI TEXTILES,COTTON GARMENTS,2022-01-02,0,0,0,900
459,CENTURY APPARELS P. LTD.,COTTON GARMENTS,2022-01-02,0,0,0,1612
460,ESSEN EXPORTS,COTTON GARMENTS,2022-01-02,0,5,10,45378
461,APOLLO TYRES LTD.,TYRES/TUBES,2022-01-02,0,1,2,7862
462,LIZ WOOD PRODUCTS,ROSEWOOD PRODUCTS,2022-01-02,0,0,0,3941
463,GECO COIR PRODUCTS P.LTD.,COIR MATS,2022-01-02,1,0,1,23045
464,WALLACE LANGFORD & ASSOCIATES,COIR MATS,2022-01-02,1,0,1,11260
465,R.T.R.GARMENTS,COTTON GARMENTS,2022-01-02,1,0,1,4857
466,R.T.R.GARMENTS,COTTON GARMENTS,2022-01-02,0,0,0,734
467,CLASSIC COIR FACTORY,COIR MATS,2022-01-02,0,1,2,13601
468,AVT MCCORMICK INGREDIENTS LTD.,CELERY SEEDS,2022-01-02,1,0,1,7078
469,MANE KANCOR INGREDIENTS P.LTD.,OLEORESIN CAPSICUM,2022-01-02,1,0,1,5461
470,EMIL TRADERS P.LTD.,COFFEE,2022-01-02,1,0,1,19424
471,PRECOT LTD.,COTTON YARN,2022-01-02,0,1,2,22158
472,PROFAND VAYALAT MARINE EXPORTS,FROZEN CUTTLEFISH,2022-01-02,0,1,2,17314
473,ARMSTRONG PROCESS,COTTON GARMENTS,2022-01-02,0,2,4,15703
474,ENGLISH INDIAN CLAYS LTD.,CLAY,2022-01-02,0,2,4,48000
475,KITEX GARMENTS LTD.,COTTON GARMENTS,2022-01-02,0,2,4,25141
476,SRISTI GARMENTS,COTTON GARMENTS,2022-01-02,0,0,0,510
477,KITEX GARMENTS LTD.,COTTON GARMENTS,2022-01-02,0,0,0,494
478,CHERUSSERIKALAM GROUP,RUBBER MATS,2022-01-02,0,2,4,42515
479,AB MAURI INDIA P.LTD.,CHILLI POWDER,2022-01-02,1,0,1,13130
480,SRISTI GARMENTS,COTTON GARMENTS,2022-01-02,0,1,2,996
481,LAKSHMI MACHINE WORKS LTD.,TEXTILE MACHINERY,2022-01-02,0,10,20,68577
482,MANGALA MARINE EXIM INDIA P.LTD.,FROZEN MARINE FOODS,2022-01-02,0,1,2,26500
483,ARAV CREATIONS,COTTON GARMENTS,2022-01-02,0,0,0,767
484,ESWARAN BROTHERS INDIA PVT LTD,TEA,2022-01-02,0,1,2,27292
485,AVIRAM KNITTERS,COTTON GARMENTS,2022-01-02,0,0,0,1065
486,ARVIND INC.,COTTON GARMENTS,2022-01-02,0,0,0,3535
487,AARNI IMPEX,COTTON GARMENTS,2022-01-02,0,1,2,6162
488,GALUKU EXPORTS (INDIA)PRIVATE LIMITED.,COIR PITH,2022-01-02,0,3,6,74988
489,SRI RANGANATHAR INDUSTRIES,STEEL CASTINGS,2022-01-02,0,0,0,533
490,SRI ANURAGAVI GARMENTS,COTTON GARMENTS,2022-01-02,0,1,2,10696
491,ARMSTRONG KNITTING MILLS (P) LTD.,COTTON GARMENTS,2022-01-02,0,1,2,11650
492,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-01-02,0,7,14,123226
493,PRECOT LTD.,COTTON YARN,2022-01-02,0,1,2,21319
494,APOLLO TYRES LTD.,TYRES/TUBES,2022-01-02,0,1,2,9172
495,ENGLISH INDIAN CLAYS LTD.,CLAY,2022-01-02,0,1,2,25650
496,GE OIL & GAS,VALVES,2022-01-02,0,0,0,1469
497,KAY KAY EXPORTS,FROZEN SHRIMPS,2022-01-02,0,1,2,22932
498,TCL CERAMICS LTD,CHINA TABLEWARES,2022-01-02,0,1,2,16300
499,SRI RANGANATHAR INDUSTRIES,VALVES,2022-01-02,0,0,0,280
500,MALABAR APPARELS,COTTON GOODS,2022-01-02,0,0,0,375
501,PROFAND VAYALAT MARINE EXPORTS,FROZEN CUTTLEFISH,2022-01-02,0,1,2,22218
502,CLIFTON KNITS,COTTON GARMENTS,2022-01-02,0,0,0,1166
503,KAY VEE FASHION,COTTON GARMENTS,2022-01-02,1,0,1,2495
504,ZAFRAAN FOODS,FOOD STUFFS,2022-01-02,0,1,2,14936
505,SRI DURGA ENTERPRISES,COTTON GARMENTS,2022-01-02,0,0,0,1312
506,R.S.A MARINES,FROZEN SHRIMPS,2022-01-02,0,1,2,17000
507,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-01-02,0,1,2,16733
508,AROMATIC  INGREDIENTS P.LTD.,FENUGREEK SEEDS,2022-01-02,0,1,2,18000
509,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-01-02,0,1,2,23355
510,CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,2022-01-02,3,0,3,61500
511,ENGLISH INDIAN CLAYS LTD.,CLAY,2022-01-02,1,0,1,9600
512,MANGALA MARINE EXIM INDIA P.LTD.,FROZEN MARINE FOODS,2022-01-02,0,1,2,19000
513,CARBORUNDUM UNIVERSAL LTD.,ALUMINIUM OXIDE,2022-01-02,2,0,2,48147
514,KG DENIM LTD.,COTTON GARMENTS,2022-01-02,0,1,2,7200
515,KHEMCHAND SONS,TEXTILE MACHINERY,2022-01-02,1,0,1,17394
516,KINGS SEAFOODS,FROZEN MARINE FOODS,2022-01-02,0,1,2,21000
517,AQUA MARINE EXPORTS,FROZEN MARINE FOODS,2022-01-02,0,1,2,21794
518,PARAYIL FOOD PRODUCTS P.LTD.,FOOD STUFFS,2022-01-02,1,0,1,9932
519,PARAYIL FOOD PRODUCTS P.LTD.,FOOD STUFFS,2022-01-02,1,0,1,10335
520,PRECOT LTD.,COTTON YARN,2022-01-02,1,0,1,8600
521,PREM TEXTILES INTERNATIONAL,COTTON GARMENTS,2022-01-02,0,0,0,1756
522,PARAYIL FOOD PRODUCTS P.LTD.,FOOD STUFFS,2022-01-02,0,1,2,21083
523,LEEDS FASHION,COTTON GARMENTS,2022-01-02,0,0,0,2512
524,BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,2022-01-02,0,2,4,7327
525,APOLLO TYRES LTD.,TYRES/TUBES,2022-01-02,0,3,6,24964
526,SUNRAY GARMENTS,COTTON GARMENTS,2022-01-02,0,0,0,401
527,KANAM LATEX INDUS. P. LTD.,LATEX GLOVES,2022-01-02,3,0,3,16350
528,AVIRAM KNITTERS,COTTON GARMENTS,2022-01-02,0,0,0,346
529,VARSHINI EXPORTS,COTTON GARMENTS,2022-01-02,0,1,2,6254
530,ABAD EXIM P. LTD.,FROZEN FILLETS,2022-01-02,0,2,4,50050
531,SUD-CHEMIE INDIA LTD.,CATALYST,2022-01-02,1,0,1,8448
532,R.F. EXPORTS,FROZEN MARINE FOODS,2022-01-02,0,1,2,26400
533,AQUASTAR MARINE FOODS,FROZEN MARINE FOODS,2022-01-02,0,1,2,27500
534,R.F. EXPORTS,FROZEN MARINE FOODS,2022-01-02,0,1,2,25200
535,KIWIS STYLES,COTTON GARMENTS,2022-01-02,0,0,0,198
536,PROFAND VAYALAT MARINE EXPORTS,FROZEN SQUID,2022-01-02,0,1,2,27550
537,ARMSTRONG PROCESS,COTTON GARMENTS,2022-01-02,0,1,2,11120
538,CHERUKATTU INDUSTRIES,FROZEN MARINE FOODS,2022-01-02,0,1,2,27500
539,PROTECH ORGAN FOODS,FROZEN MARINE FOODS,2022-01-02,0,1,2,28116
540,CHELSEA CLOTHING,COTTON GARMENTS,2022-01-02,0,0,0,1335
541,BROS INDIA GROUP,COIR MATS,2022-01-02,0,1,2,16800
542,AQUASTAR MARINE FOODS,FROZEN MARINE FOODS,2022-01-02,0,0,0,6593
543,GALGET INDUSTRIES,SPARES,2022-01-02,0,1,2,4720
544,WELLINGTON EXPORTS,TEA,2022-01-02,1,0,1,10530
545,MANGALA MARINE EXIM INDIA P.LTD.,FROZEN OCTOPUS,2022-01-02,0,1,2,19658
546,FLOORATEX RUBBER & PLASTICS P.LTD.,RUBBER MATS,2022-01-02,0,1,2,25157
547,MANE KANCOR INGREDIENTS P.LTD.,OLEORESIN GARLIC,2022-01-02,0,0,0,917
548,SUDHAN EXPORTS,COTTON GARMENTS,2022-01-02,0,0,0,4553
549,GAINUP INDUSTRIES P.LTD.,COTTON GARMENTS,2022-01-02,0,2,4,18250
550,CARBORUNDUM UNIVERSAL LTD.,ALUMINIUM OXIDE,2022-01-02,1,0,1,22766
551,PARAYIL FOOD PRODUCTS P.LTD.,FOOD STUFFS,2022-01-02,1,0,1,811
552,KOCHI IMPEX,ALUMINIUM PRODUCTS,2022-01-02,0,0,0,480
553,MECHELEC,ELECTRICAL ITEMS,2022-01-04,0,0,0,946
554,SUDHAMA HOSIERIES,COTTON GARMENTS,2022-01-04,1,0,1,5147
555,OPAL EXPORTS,COTTON GARMENTS,2022-01-04,0,0,0,82
556,STERIPHARM,DISPOSABLE HOSPITAL PRODUCTS,2022-01-04,1,0,1,3550
557,ATLANTIC CARE CHEMICALS,DETERGENT POWDER,2022-01-04,2,0,2,36680
558,MECTECH KNITFABS P.LTD.,COTTON GARMENTS,2022-01-04,0,0,0,822
559,AVT NATURAL PRODUCTS LTD.,OLEORESINS OF SPICES,2022-01-04,0,0,0,2240
560,FIBRE WORLD,COIR MATS,2022-01-04,1,0,1,4708
561,AVT NATURAL PRODUCTS LTD.,OLEORESINS OF SPICES,2022-01-04,0,0,0,1041
562,INDROYAL CRAFTS,FURNITURE,2022-01-04,0,1,2,5000
563,TOPPER EXPORTS,FOOD STUFFS,2022-01-04,1,0,1,11502
564,NEDSPICE PROCESSING INDIA PVT LTD,PEPPER,2022-01-04,0,1,2,15150
565,AKAY NATURAL INGREDIENTS,OLEORESINS OF SPICES,2022-01-04,0,0,0,675
566,TASTY NUT INDUSTRIES,CASHEW KERNELS,2022-01-04,1,0,1,15000
567,SOUPARNIKA EXPORT ENTERPRISES,CASHEW KERNELS,2022-01-04,2,0,2,33840
568,SHAHI EXPORTS P.LTD.,COTTON GOODS,2022-01-04,0,0,0,1590
569,G.T.N.ENTERPRISES LTD.,COTTON YARN,2022-01-04,1,0,1,9144
570,GLOBAL FOODS LTD.,CASHEW KERNELS,2022-01-04,1,0,1,16000
571,SPEZIA ORGANIC CONDIMENTS P.LTD.,CARDAMOM,2022-01-04,0,1,2,18297
572,A. TOSH & SONS (I) LTD.,TEA,2022-01-04,1,0,1,3628
573,MARKO FASHION,COTTON GARMENTS,2022-01-04,0,0,0,405
574,A.V.THOMAS & CO. LTD.,CARDAMOM,2022-01-04,1,0,1,8000
575,PERFEKT BUSINESS SOLUTION,TEA,2022-01-04,0,1,2,25608
576,EVEREST PLYWOOD,PLYWOOD,2022-01-04,0,2,4,57000
577,MALABAR AGRI EXPO,COCONUTS,2022-01-04,0,1,2,28000
578,MARICO LTD.,COCONUT OIL,2022-01-04,0,1,2,23743
579,KEYEN EXPORTS,FOOD STUFFS,2022-01-04,0,1,2,13796
580,BAWA FISH MEAL & OIL CO.,FISH MEAL,2022-01-04,10,0,10,210546
581,MAF CLOTHING P.LTD.,COTTON GARMENTS,2022-01-04,0,0,0,383
582,NEDSPICE PROCESSING INDIA PVT LTD,TURMERIC,2022-01-04,0,0,0,123
583,SUN TOOLS&ENGINEERINGS,SPARES,2022-01-04,0,0,0,2200
584,PARAGON POLYMER PRODUCTS,CHAPPALS,2022-01-04,1,0,1,2800
585,BLUE STRIPES APPARELS,COTTON GOODS,2022-01-04,0,1,2,6960
586,SYMEGA FOOD INGREDIENTS,SPICES,2022-01-04,1,0,1,15000
587,SUDHAMA HOSIERIES,COTTON GARMENTS,2022-01-04,1,0,1,5837
588,VAF EXPORTS,BANANA,2022-01-04,0,1,2,18997
589,NEDSPICE PROCESSING INDIA PVT LTD,GINGER,2022-01-04,0,1,2,20050
590,BLUE LEAF TRADING COMPANY,FOOD STUFFS,2022-01-04,1,0,1,16197
591,NISA COSMOS,COSMETIC ITEMS,2022-01-04,0,0,0,305
592,NEDSPICE PROCESSING INDIA PVT LTD,CUMIN SEEDS,2022-01-04,1,0,1,6441
593,SURABI IMPORTS&EXPORTS,FOOD STUFFS,2022-01-04,0,1,2,18000
594,MRF LTD.,TYRES/TUBES,2022-01-04,0,1,2,14040
595,FAIR EXPORTS INDIA P.LTD.,FOOD STUFFS,2022-01-04,0,1,2,28000
596,THAI IMPEX,TILES,2022-01-04,0,1,2,22800
597,SUPER COCO COMPANY,COCONUT POWDER,2022-01-04,0,2,4,53048
598,PEEKAY STEEL CASTING LTD.,STEEL CASTINGS,2022-01-04,0,0,0,2121
599,AVT MCCORMICK INGREDIENTS LTD.,GINGER,2022-01-04,0,0,0,508
600,AGFOR SYSTEEMS,COCONUTS,2022-01-04,0,1,2,28600
601,FRUCTUS INC.,FOOD STUFFS,2022-01-04,0,1,2,21000
602,CHITTOOR AGRO PACK,FOOD STUFFS,2022-01-04,0,1,2,22576
603,INMO IMPEX,PLASTIC PRODUCTS,2022-01-04,1,0,1,7864
604,R.K.KNITWEAR,COTTON GOODS,2022-01-04,1,0,1,3200
605,DESIRE KOCHI,COTTON GOODS,2022-01-04,0,1,2,7146
606,AGRO COIR EXPORTS,COIR PITH,2022-01-04,0,1,2,26050
607,SREE NARASIMHA TEXTILES LTD.,COTTON YARN,2022-01-04,1,0,1,8172
608,INDEX KNIT AND WAVE P.LTD.,COTTON GARMENTS,2022-01-04,0,1,2,10479
609,CHAIZUP BEVERAGES LLP,TEA,2022-01-04,0,2,4,36788
610,ALLANASONS LTD.,COFFEE,2022-01-04,2,0,2,36000
611,KORNICH EXPORTS P.LTD.,FROZEN SQUID,2022-01-04,0,1,2,24886
612,WONDER APPARELS,COTTON GOODS,2022-01-04,0,0,0,574
613,SOUTHERN CASHEW EXPORTERS,CASHEW KERNELS,2022-01-04,1,0,1,15000
614,INDEX KNIT AND WAVE P.LTD.,COTTON GOODS,2022-01-04,0,0,0,1075
615,ARBEE AQUATIC PROTEINS P.LTD.,FISH MEAL,2022-01-04,10,0,10,201000
616,INDEX KNIT AND WAVE P.LTD.,COTTON GARMENTS,2022-01-04,0,0,0,1075
617,UNILOG TRANSPORTING COMPANY,PLYWOOD,2022-01-04,0,1,2,28320
618,ARIANE TOOLS & COMPONENTS,SPARES,2022-01-04,0,0,0,3500
619,DIAMOND ROLLER FLOUR MILLS P.LTD.,MAIDA,2022-01-04,10,0,10,220000
620,DILAZ FASHION,COTTON GARMENTS,2022-01-04,0,0,0,1595
621,V.K.L.SEASONING P.LTD.,CHILLIES,2022-01-04,0,1,2,17676
622,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-01-04,1,0,1,6496
623,BABIN TECHNOLOGIES,PRESSURE COOKER,2022-01-04,0,1,2,4131
624,PRIMAC KNIT WEAR,COTTON GARMENTS,2022-01-04,0,0,0,124
625,INDEX KNIT AND WAVE P.LTD.,COTTON GOODS,2022-01-04,0,1,2,8674
626,UNILEVER INDIA EXPORTS,TEA,2022-01-04,1,0,1,9312
627,GARMERA APPARELS P.LTD.,COTTON GARMENTS,2022-01-04,0,1,2,18583
628,UNIGREEN FOODS(I)P.LTD.,FOOD STUFFS,2022-01-04,1,0,1,23000
629,INDIAN PRODUCTS LTD.,TURMERIC,2022-01-04,1,0,1,15736
